certDesignID	certificateCodeXYL	nameXYL	catagoryXYL	positionXYL	schoolNameXYL	Date	extra1XYL	extra2XYL	extra3XYL	extra4XYL	maxFontSize	font	fontColorRGB	description
P12	0;0;150	1085;774;630	150;922;435	1310;850;245	394;845;677	6/10/2021	T/F;T/F;Content;X;Y;L	T/F;T/F;Content;X;Y;L	T/F;T/F;Content;X;Y;L	T/F;T/F;Content;X;Y;L	60	alice_regular.ttf	0;0;0	T;content
